,year,month,media,title,annotator 1,annotator 2,annotator 3,label
966,2015,8,nyt,Sit-In Leaders Are Charged in Hong Kong,0,0,0,0
967,2016,3,bbg,china comes to grips with opioids,0,0,0,0
968,2015,4,washt,"Obama, Shinzo Abe to talk trade, defense during visit to U.S.",0,0,0,0
969,2019,4,nyt,How the Trump Era Is Molding the Next Generation of Voters,0,0,1,0
970,2022,8,bbg,ryanair fined over hungary tax its ceo called beyond stupid,1,0,0,0
971,2014,10,reason,Obama Says World Seems to Be 'Spinning' Out of Control,1,1,0,1
972,2015,12,nyt,What Kind of Tourist Are You?,0,0,0,0
973,2020,1,reason,Illinois Spent the Last Decade Losing Population and Learning Nothing,0,1,0,0
974,2015,11,wsj,"The 10-Point: Gerard Baker on Syngenta, the Egypt Plane Crash, the Republican Primaries and More.",0,0,0,0
975,2018,3,cnn,Stormy Daniels sues Trump over alleged affair and &hush& agreement,1,1,1,1
976,2015,8,nbc,Will Attacking Donald Trump keep Rand Paul in the 2016 Mix?,1,1,1,1
977,2021,2,washt,"Trump's lawyers reject accusations of inciting Capitol riot, call impeachment unconstitutional",1,1,1,1
978,2020,11,washt,Donald Trump 'public charge' immigration rule tossed by federal judge,1,1,1,1
979,2015,7,wsj,"For U.S. Earnings Season, Bar Is Low and Hopes Are High",0,0,0,0
980,2015,7,nyt,8 Ways Pope Francis Is Changing the Direction of the Catholic Church,0,0,0,0
981,2014,1,wsj,MPS Chief Won't Quit at Next Board Meeting,0,0,0,0
982,2020,2,wsj,Trump Wants a Referendum on the Economy—and Sanders May Oblige,0,1,0,0
983,2018,12,nbc,European Court of Justice rules Britain can unilaterally cancel Brexit,1,0,0,0
984,2014,2,reason,Duke Porn Star Belle Knox Wishes the GOP Would Get More Libertarian,0,1,0,0
985,2019,12,nyt,Trump Pays $2 Million to 8 Charities for Misuse of Foundation,0,1,1,1
986,2017,6,wsj,Kevin Durant Destroyed the Idea That He Should Just Fit In,0,0,0,0
987,2018,7,wsj,"Trump and Putin Pledge Cooperation on Global Affairs, But Offer Few Details",1,0,0,0
988,2019,7,cnn,"A 24-year-old wanted billboards with his face on them, and they could lead to love",0,0,0,0
989,2021,1,cnn,Calls grow for Trump&s removal after Capitol riot,0,1,1,1
990,2021,5,nyt,"For Jrue Holiday, Its a Good Game When His Wife Says So",0,0,0,0
991,2015,9,wsj,Clinton Campaign Tries to Reassure Supporters,0,0,0,0
992,2021,1,washt,House Democrats reveal new impeachment resolution,1,1,0,1
993,2014,3,cnn,Premier League: Liverpool defeats Manchester United,0,0,0,0
994,2020,12,washt,Kirk Cameron leads 'Christmas Caroling Peaceful Protests' against California stay-at-home orders,1,0,0,0
995,2017,4,nyt,Big City Book Club: 4 3 2 1 by Paul Auster,0,0,0,0
996,2021,9,wsj,Texas Governor Signs Divisive Voting Bill Into Law,0,0,1,0
997,2014,3,reason,"No Evidence Doctors Can Stop Young Patients From Using Drugs, Say Researchers",0,0,0,0
998,2022,7,washt,Gov. Hogan's handpicked successor warns GOP voters the Trump-backed candidate will lose to Dems,1,1,0,1
999,2016,6,christian,"Instagram hits 500 million active users, but not without controversy",0,0,0,0
1000,2020,11,nyt,Democracy in America: Counting the Votes,0,0,1,0
1001,2019,8,washt,Chris Cuomo 'Fredo' racism claims rejected by black activists,1,1,1,1
1002,2017,9,fedlist,The September 30 Deadline For Obamacare Repeal Is Fake News,1,1,0,1
1003,2015,7,reason,Deadline Today: Intern at Reason This Fall!,0,0,0,0
1004,2018,12,nyt,Whats on TV Friday: Vanity Fair and Life Itself,0,0,0,0
1005,2019,1,nyt,Are You a Los Angeles Public School Teacher? We Want to Hear From You,0,0,0,0
1006,2018,10,fedlist,"Im An Immigrant, Minority Woman Going Republican Over Democrats Treatment Of Kavanaugh",1,1,1,1
1007,2020,10,christian,Calm before storm? How Senate could change after Barrett confirmation.,1,0,1,1
1008,2022,7,bbg,business activity deteriorates globally as recession fears rise,0,0,0,0
1009,2019,5,washt,FIDE's (latest) updated chess title match rules -- there's a lot to like,0,0,0,0
1010,2018,7,cnn,A survey finds that Americans think the best president in their lifetime was Obama,1,0,0,0
1011,2017,3,washt,Donald Trump signs order supporting historically black colleges,0,0,0,0
1012,2019,5,cnn,Elizabeth Warren targets opioid crisis in latest policy rollout,1,1,0,1
1013,2021,12,cnn,What are snow squalls and why they&re more dangerous than blizzards,0,0,0,0
1014,2020,12,nyt,"Senate Sends Military Bill to Trumps Desk, Spurning His Veto Threat",1,1,1,1
1015,2018,8,nyt,Judge Upholds Order for Trump Administration to Restore DACA,1,1,0,1
1016,2020,12,christian,Does human rights champion France live up to its ideals at home?,0,0,1,0
1017,2019,9,washt,"Kamala Harris, Pete Buttigieg, other Democratic candidates release plans to fight climate change",0,0,0,0
1018,2016,6,nyt,"A Summery, Colorful Collection of Landscapes",0,0,0,0
1019,2022,5,cnn,US intelligence officials warn China is &working hard& to be able to take over Taiwan militarily,1,1,1,1
1020,2021,3,reason,Georgia Republicans Aim To Restrict Voting by Mail,1,1,0,1
1021,2014,10,christian,"As US attacks Islamic State near Baghdad, the fight hits one US family at home",1,1,0,1
1022,2016,8,reason,"Austin Police Botch Nearly 1,400 DNA Cases",0,0,0,0
1023,2018,9,nbc,"Boy, 13, attacked by shark off Southern California coast",1,0,0,0
1024,2020,1,fedlist,Gay Activists Attack Homophobic Black Ministers MLK Day Sermon,1,1,1,1
1025,2018,12,wsj,Criminal Justice Advances,0,0,0,0
1026,2018,12,cnn,Sudan&s leader has avoided major public unrest for years -- but that could be about to change,1,1,0,1
1027,2019,2,cnn,"Kamala Harris: &Yes,& President Trump is racist",1,1,1,1
1028,2016,3,wsj,Hillary the Shaky Favorite,0,1,1,1
1029,2021,3,cnn,New York City mayor launches commission to address systemic racism,0,0,0,0
1030,2020,6,cnn,Emotional debate erupts over anti-lynching legislation as Cory Booker and Kamala Harris speak out against Rand Paul amendment,1,1,1,1
1031,2018,6,nyt,Climate Change Brought a Lobster Boom. Now It Could Cause a Bust.,0,0,0,0
1032,2022,3,cnn,How the US is trying to help Ukraine without triggering a wider war with Russia,1,0,0,0
1033,2017,3,nyt,"Donald Trump, Federal Reserve, Dutch Elections: Your Thursday Briefing",0,0,0,0
1034,2016,3,wsj,Syria Peace Talks Get Under Way,0,0,0,0
1035,2016,11,nbc,Texas Eyes 'Women's Privacy Act' That Critics Say Targets Transgender People,1,1,1,1
1036,2016,12,washt,Germany considers fines for Facebook to stop spread of 'fake news',1,0,0,0
1037,2017,5,nyt,"If Liberals Hate Him, Then Trump Must Be Doing Something Right",1,1,0,1
1038,2015,9,reason,"John McCain on Boehner's Resignation, Kim Davis, Drug Legalization, Planned Parenthood",0,0,0,0
1039,2022,5,fedlist,Wisconsin Voters Sue Democrat Cities Over Illegal Drop Boxes In 2020 Election,1,1,1,1
1040,2017,6,cnn,"Trump signs VA reform bill, making good on a campaign promise",0,0,0,0
1041,2021,1,fedlist,Why Joe Biden Cant Restore Unity,1,1,0,1
1042,2022,1,fedlist,Federal Judge Bars Navy From Punishing Unvaxxed SEALs Seeking Religious Exemptions,0,0,0,0
1043,2022,3,washt,"Inflation soars to highest point in 40 years as Biden, Democrats sink lower in polls",1,1,1,1
1044,2014,8,wsj,Gaza Truce Ends,0,0,0,0
1045,2016,5,fedlist,"D.C. Attorney General Ignores Court Order, Refuses Gun Permits",1,1,1,1
1046,2019,7,cnn,Ocasio-Cortez gets Republican challenger for congressional seat,0,1,0,0
1047,2016,6,nyt,"With Both Parties in Turmoil, Britain Weighs a General Election",0,1,0,0
1048,2018,9,nyt,"Facebook Better Prepared to Fight Election Interference, Mark Zuckerberg Says",1,1,0,1
1049,2022,2,fedlist,How The Lefts Push For Equity Is Destroying Equality,1,1,1,1
1050,2018,10,cnn,"President Trump&s remarkable, misinformation-filled midterms media blitz",0,1,1,1
1051,2021,2,washt,"House Republicans bring bill to reauthorize Keystone XL pipeline, cut Biden out of process",1,1,1,1
1052,2019,4,washt,"John Yarmuth, House Democrats surrender on 2020 budget resolution",0,1,1,1
1053,2015,12,nbc,Big Talk But No Votes From GOP on ISIS Fight,1,1,1,1
1054,2020,7,wsj,Nations Capital Pays Respects to Civil-Rights Icon Rep. John Lewis,0,0,0,0
1055,2018,6,nbc,"Mother charged with murder, torture in death of 10-year-old son",0,0,0,0
1056,2016,8,nyt,1916: Food Grows Scarce in Bulgaria,0,0,0,0
1057,2015,1,wsj,"Fannie, Freddie Regulator Defends Actions",0,0,0,0
1058,2021,6,nbc,Black appraisers call out industry's racial bias and need for systemic change,1,0,1,1
1059,2019,9,washt,Democrats demand transcript of Trump's phone call with Ukrainian President,1,1,1,1
1060,2022,6,bbg,miscalculations errors blamed for massive new mexico blaze,1,0,0,0
1061,2019,3,cnn,Democrats pick Milwaukee for 2020 national convention site,0,0,0,0
1062,2016,8,wsj,What Trumps Foreign Policy Gets Right,0,0,0,0
1063,2018,10,nyt,Trump Gives Mattis an Inauspicious Label: Democrat,1,1,1,1
1064,2021,12,nyt,Why Uber Wont Call the Police,0,0,0,0
1065,2020,10,wsj,Lawmakers on Both Sides Call for Antitrust Action Against Big Tech,0,0,1,0
1066,2014,7,christian,"Hamas calls for holiday cease-fire, hours after rejecting similar truce",0,0,0,0
1067,2018,3,cnn,"With Hope gone, Trump could soon be left home alone",1,1,1,1
1068,2014,12,christian,"Experts: Secure the Internet of Things, but don't let privacy 'hysteria' limit benefits",0,0,0,0
1069,2018,12,wsj,New Hampshire Secretary of State Faces Job Threat,1,1,0,1
1070,2018,10,nyt,The Witch Continues to Enchant as a Feminist Symbol,1,0,1,1
1071,2017,11,cnn,Lebanese official: We want &the truth& from Prime Minister Hariri,1,1,1,1
1072,2014,8,nyt,"Readers Respond: Alone Again, Naturally",0,0,0,0
1073,2021,5,cnn,The fallacy of Republicans& it&s-time-to-move-on-from-2020 argument,0,1,1,1
1074,2020,3,cnn,Trump pushes to delay defamation suit by E. Jean Carroll,1,1,1,1
1075,2022,7,washt,Pro-life groups urge Congress to spurn push for abortion clinics on federal land,1,0,1,1
1076,2014,5,christian,"GM bailout cost taxpayers $11.2 billion, report says",0,1,0,0
1077,2019,12,washt,EDITORIAL: Democrats falling on an identity-politics sword,1,1,1,1
1078,2020,9,wsj,Accusations by Government Reviewer of Bolton Book Play Little Role in Hearing,1,1,1,1
1079,2015,3,wsj,Ohio Governor Weighs 2016 Run,0,1,0,0
1080,2015,7,christian,How scientists accidentally discovered 50-million-year-old underwater volcanoes,0,0,0,0
1081,2020,6,cnn,Zimbabwe summons US ambassador over national security adviser&s Floyd protests comments,1,0,1,1
1082,2016,12,washt,Mike Rizzo shows discipline in pulling away from trade for Chris Sale,0,0,0,0
1083,2015,2,nyt,Alabama Apologizes to India for Police Assault on Indian Visitor,0,0,0,0
1084,2015,12,cnn,Jeb Bush: &Donald Trump is a jerk&,1,1,1,1
1085,2021,1,wsj,GOP Senators to Contest Some Electoral College Results,0,1,0,0
1086,2016,10,wsj,Trumps Blames Clinton Over Tax Code,1,1,1,1
1087,2021,4,nyt,Fund-Raising Surged for Republicans Who Sought to Overturn the Election,1,1,0,1
1088,2022,4,nbc,"Tropical storm Megi hits Philippines, leaving at least 25 dead",0,0,0,0
1089,2020,9,nyt,FIFA Is Warned That Banning Top Games in U.S. May Breach Antitrust Laws,0,0,0,0
1090,2018,10,nbc,Trump says anti-Kavanaugh protesters sharing stories of sex assault are 'paid professionals',1,1,1,1
1091,2018,3,washt,Senators push school safety bill ahead of expected House vote,0,1,0,0
1092,2018,2,nyt,"Trumps Harvest Box Isnt Viable in SNAP Overhaul, Officials Say",1,1,1,1
1093,2019,10,nyt,Trump Said to Favor Leaving a Few Hundred Troops in Eastern Syria,0,1,1,1
1094,2021,5,nbc,Palestinian civilians trapped in Gaza amid intensifying Israeli bombing,1,0,0,0
1095,2020,2,cnn,An associate of the drug cartel once run by El Chapo has been charged with participating in an international drug conspiracy,1,0,0,0
1096,2015,10,cnn,"Police release names of dead, injured from Oklahoma State tragedy -- many children",0,0,0,0
1097,2017,8,washt,Inside the Beltway: Trump is 'odds-on favorite to win re-election' says political analyst,0,1,0,0
1098,2020,11,cnn,Biden weighs history-making picks for defense secretary,0,1,0,0
1099,2014,4,bbg,kansas governor brownbacks lab for steep tax and budget cuts,0,1,0,0
1100,2014,1,nbc,Senator with a Shovel: Cory Booker Is Still Digging People Out,0,0,1,0
1101,2020,12,nyt,"With Hacking, the United States Needs to Stop Playing the Victim",1,0,1,1
1102,2020,7,christian,"Oregon releases police misconduct records, others to follow suit",1,0,0,0
1103,2019,11,cnn,How Republicans& star impeachment witness turned on them,1,1,1,1
1104,2018,6,washt,Bipartisan support for criminal justice reform builds in Senate,0,1,1,1
1105,2017,5,cnn,GOP Sen. Bill Cassidy: Latest health care plan doesn&t fulfill Trump&s promises,1,1,0,1
1106,2015,1,wsj,Sparking Entrepreneurship in Teens,0,0,0,0
1107,2022,6,bbg,gop senator cramer sidelined after injury in yard work mishap,0,1,0,0
1108,2017,11,nyt,Trumps Crazy Choices for the Courts,1,1,1,1
1109,2014,11,wsj,Republicans on Verge of Power in New York State Senate,0,1,1,1
1110,2021,3,wsj,Democrats to States: No New Tax Cuts,0,0,0,0
1111,2020,6,nbc,"GOP-led committee backs renaming bases that honor Confederates, setting up clash with Trump",0,1,1,1
1112,2019,3,wsj,Todays Logistics Report: Toyotas Tariff Shift; Grocerys Delivery Toll; Squashing Mexican Tomatoes,0,0,0,0
1113,2015,1,cnn,U.S. pulls top Navy official at Gitmo; inappropriate relationship alleged,1,0,1,1
1114,2020,12,wsj,An Unfunny Thing Happened on the Way to 2021,0,0,0,0
1115,2022,8,cnn,Oklahoma state board affirms decision to downgrade accreditation for 2 school districts over violating law on race and gender teaching,1,0,0,0
1116,2014,12,nyt,One Mans Crisis of the Soul (Its a Comedy),0,0,0,0
1117,2021,7,nbc,L.A. officers who caused giant blast with fireworks likely to have made 'significant miscalculation',0,0,1,0
1118,2017,12,nyt,"With Trump Visit, Protest May Follow Opening of Civil Rights Museum",1,1,1,1
1119,2022,9,washt,Kyrsten Sinema calls for restoring Senate's 60-vote threshold to pass anything,0,0,0,0
1120,2020,6,nyt,"Trump Demands CNN Retract a Poll, as OANN Teases a Rosier View",0,1,1,1
1121,2014,7,christian,What do 'social inclusion' rankings tell us about the child migrant crisis?,1,0,0,0
1122,2019,2,nyt,"Scores Dead in Bangladesh Fire: This Isnt About Poverty, Its About Greed",1,0,1,1
1123,2018,2,nyt,Sinclair Deal With Tribune Hits Complications in Washington,0,1,0,0
1124,2016,7,christian,The vigilance needed after Dallas,0,0,0,0
1125,2021,6,wsj,Supreme Court to Consider State-Secrets Case Involving FBI Surveillance,1,0,0,0
1126,2016,8,wsj,Petes Dragon Review: CGI That Can Fly,0,0,0,0
1127,2021,8,cnn,The Supreme Court gave Trump leeway on executive actions. Biden wants the same treatment,1,1,0,1
1128,2014,4,wsj,Sotheby's Board Members Said Loeb Right on Many Criticisms,0,0,0,0
1129,2015,3,nyt,Johnson & Johnson to Sell Cordis Unit for Nearly $2 Billion,0,0,0,0
1130,2018,6,washt,Alexandria Ocasio-Cortez's socialism makes her enemy of America,1,0,1,1
1131,2017,12,nbc,Police say hoax 911 call led to fatal shooting of unarmed Kansas man,1,0,0,0
1132,2017,4,bbg,on the ground at venezuela s massive anti government protests,1,0,1,1
1133,2022,8,bbg,us black workers are seeing above average wage gains cea finds,0,0,0,0
1134,2017,2,wsj,Roman Catholic Church of Philippines Criticizes Dutertes Bloody Drug War,0,0,0,0
1135,2014,7,wsj,Border Surge Complicates GOP Pitch to Hispanics,1,1,1,1
1136,2015,8,wsj,Pentagon Sizes Up Email Hack of Its Brass,0,0,0,0
1137,2022,8,bbg,peru prime minister torres quits and triggers cabinet reshuffle,1,1,0,1
1138,2022,9,bbg,italy swings hard right putin grabs land the political week in photos,1,0,1,1
1139,2015,2,nyt,"In China, Civic Groups Freedom, and Followers, Are Vanishing",1,0,0,0
1140,2018,9,wsj,Remarks by George W. Bush at McCain Memorial,0,0,0,0
1141,2020,11,fedlist,Andrew Jacksons First Presidential Defeat Fueled His Later Triumph And Created A New Political Party,0,1,0,0
1142,2016,9,washt,"Confederate statues in New Orleans may be vandalized if not removed, city attorney tells court",1,0,0,0
1143,2019,11,cnn,Koalas are likely dying by the hundreds as Australian wildfires tear across their habitat,0,0,0,0
1144,2015,9,reason,What Will Emails Clinton Thought She Destroyed Reveal?,1,1,1,1
1145,2021,7,fedlist,"Conservatives Agree Big Tech Is A Problem, But Split On The Right Solution",1,0,1,1
1146,2019,3,nyt,Loewe: Fall 2019,0,0,0,0
1147,2015,1,nyt,Doesnt President Obama Know That $10.10 an Hour Is Not Enough?,1,1,1,1
1148,2020,6,cnn,How Wendy&s is responding to criticism after a franchisee donated to Trump&s reelection campaign,0,1,1,1
1149,2022,9,nyt,Lets Talk About the Economic Roots of White Supremacy,1,1,1,1
1150,2017,5,fedlist,"You May Like Obamacare, But Dont Forget About The People It Has Hurt",1,1,1,1
1151,2022,7,bbg,sunak defends change of heart on tax cut in uk leadership race,0,1,0,0
1152,2014,4,nyt,French Court Dismisses Hate Speech Case Against Dylan,1,1,1,1
1153,2017,8,washt,"Donald Trump on removal of Confederate monuments: 'Who's next, Washington, Jefferson?'",1,1,1,1
1154,2018,7,nyt,Consumer Bureau Nominee Could Face Bumpy Ride Over Lack of Experience,1,0,1,1
1155,2021,1,wsj,The Kaiser of Atlantis and Mezzo Extravaganza Reviews: Outdoor Opera Resonates,0,0,0,0
1156,2017,1,wsj,The Economy Under Trump: Plan for the Worst,1,1,1,1
1157,2015,3,christian,Is economic inequality part of Gods design?,1,0,0,0
1158,2015,2,nyt,Palestinian Newspaper Accused of Running Muhammad Cartoon,0,0,0,0
1159,2021,2,nbc,Myanmar security forces intensify crackdown on anti-coup protesters,1,1,0,1
1160,2018,7,cnn,Mexico&s next president is a Trump critic promising new US-Mexico relations,1,1,1,1
1161,2021,12,cnn,Dominion Voting wins key decision in lawsuit against Fox News,0,0,0,0
1162,2020,1,nyt,Six Takeaways From Senators Questions to Impeachment Lawyers,0,1,0,0
1163,2020,8,reason,Kenosha Doesn't Have To Be a Vision of America's Future,0,0,0,0
1164,2015,6,washt,"EDITORIAL: Obama's foreign policy is contradictory, slow",1,1,1,1
1165,2019,6,cnn,Feds are still trying to stop the &climate kids& lawsuit,0,0,0,0
1166,2022,1,washt,Graham reluctant to back McConnell as GOP Senate leader without Trump connection,1,1,1,1
1167,2020,11,nyt,"So, Did Bad Things Happen With the Election in Philadelphia?",0,0,1,0
1168,2017,6,cnn,Trump&s silence after attack on Muslims speaks volumes,1,1,1,1
1169,2019,1,washt,Donald Trump hits all the right notes in border speech,0,1,0,0
1170,2017,1,nyt,Comey Letter on Clinton Email Is Subject of Justice Dept. Inquiry,0,1,0,0
1171,2018,11,wsj,Hexagon Composites to Acquire Remaining 50% Stake in Agility Fuel Solutions,0,0,0,0
1172,2019,9,cnn,Acting spy chief refuses to comply with House intel panel subpoena,1,0,1,1
1173,2018,2,washt,D.C. schools dropping out of anti-bullying program,0,0,0,0
1174,2018,4,nbc,"Beyoncé gives $100,000 to 4 historically black colleges after Coachella performance",0,0,0,0
1175,2022,3,nbc,"Black, Latino queer students say they are on edge in the wake of 'Don't Say Gay' bill",1,0,1,1
1176,2022,4,reason,Viktor Orbán's Reelection Shows Mere Democracy Is Not Enough,0,0,1,0
1177,2015,7,fedlist,Bill Gertz Says National Defense Is Woefully Inadequate,0,1,1,1
1178,2021,8,nbc,Republican Rep. Dan Crenshaw heckled for saying the 2020 election wasn't stolen,1,1,1,1
1179,2020,5,nyt,Should We Fear Post-Pandemic Inflation?,0,0,0,0
1180,2016,12,nyt,"Trump Unveils High-Powered and Well-Heeled Business Council, and Invites Filipino Strongman to White House",0,1,0,0
1181,2019,10,cnn,These are the Republicans who are against Trump and for impeachment,1,1,0,1
1182,2015,6,wsj,Pastors Say Black Churches Need to Review Security,0,0,0,0
1183,2016,8,christian,President Hollande comes on strong with criticism of Trump,1,1,1,1
1184,2016,2,cnn,Grassley hasn&t decided whether to give Obama&s Supreme Court pick a hearing,0,1,0,0
1185,2016,11,wsj,Clinton Leads Trump by 4 Points in Latest Poll,0,0,0,0
1186,2020,9,wsj,German Stocks Show Strength in Europes Battered Market,0,0,0,0
1187,2018,9,nyt,A Victory for the Steelers Is a Victory for N.F.L. Parity,0,0,0,0
1188,2020,1,nyt,"Jack Van Impe, End Times Preacher on TV, Is Dead at 88",0,0,0,0
1189,2015,4,nyt,Daily Report: Secret to Shut Down,0,0,0,0
1190,2018,9,nyt,Stormy Danielss Full Disclosure Book Will Likely Rattle White House,1,1,0,1
1191,2017,10,washt,EDITORIAL: Beware of politically correct Halloween costumes,1,0,1,1
1192,2019,5,cnn,These transgender soldiers are still allowed to serve. They want to prove their detractors wrong,1,0,0,0
1193,2019,5,cnn,GOP throws up impeachment shield around Trump,1,1,1,1
1194,2018,6,cnn,"Trump to DOJ: Don&t let Debbie Wasserman Schultz, aide, &off the hook&",0,1,1,1
1195,2017,5,bbg,inside decades of black architectural resistance,0,0,0,0
1196,2016,9,nyt,U.N. Human Rights Chief Blasts Demagogues of Western Nations,1,0,1,1
1197,2019,6,wsj,Stand Up for Beijings Hostages,1,0,1,1
1198,2018,5,washt,Inside the Beltway: Multiple polls percolate in Trump's favor,0,0,1,0
1199,2015,5,wsj,Michigan Governor Wont Run for President,1,0,0,0
1200,2020,11,nbc,"With final states called, Biden's projected Electoral College victory matches Trump's in 2016",0,0,0,0
1201,2020,11,washt,Megyn Kelly says corporate news 'outrage' model kept on Trump life support: 'They need him',0,1,1,1
1202,2020,9,cnn,The President cannot comprehend true patriotism,1,1,1,1
1203,2015,3,reason,"ICANN, copyright infringement, and ""the public interest""",0,0,0,0
1204,2022,5,bbg,us asian allies say path to talks with north korea still open,0,0,0,0
1205,2019,11,nyt,How Impeachment Consumed a Governors Race,0,1,1,1
1206,2019,11,nyt,Britains Dirty Election,1,1,1,1
1207,2015,6,cnn,Donald Trump &felt bad& for bashing Jeb Bush,1,1,1,1
1208,2018,7,fedlist,Trumps Trade War Is Digging The Coal Industry Into A Hole,1,1,1,1
1209,2019,10,wsj,A Pivotal Brexit Vote Gives Boris Johnson a Shot at Redemption,0,0,0,0
1210,2015,12,cnn,I am a Trump supporter: Voters speak out,0,0,0,0
1211,2019,11,nbc,Progressive group pushes Democrats to tie Israel aid to settlement issue,1,1,0,1
1212,2016,2,nyt,Moonshot Metaphor on Cancer Is a Failure to Communicate,0,0,0,0
1213,2022,1,washt,America now in 'constant crisis',1,1,1,1
1214,2021,7,wsj,Pfizer Stock Doesnt Need a Booster Shot,0,0,0,0
1215,2020,1,wsj,"Trumps Trial Team to Include Starr, Dershowitz",0,1,0,0
1216,2014,5,wsj,Sen. Paul Threatens Fed Vote Delay,1,1,1,1
1217,2014,1,cnn,"Islamist group ISIS claims deadly Lebanon blast, promises more violence",1,0,1,1
1218,2016,12,washt,"Walter Scott shooting: Mistrial for Michael Slager, former S.C. police officer",0,0,0,0
1219,2017,2,nyt,Democrats Best Bet to Retake the House? Follow the Sun,0,1,0,0
1220,2021,11,cnn,"Former Maryland police officer found dead with children believed to be the daughters he allegedly abducted, police say",0,0,0,0
1221,2022,1,cnn,FAA numbers confirm it -- 2021 was terrible for bad behavior in the skies,0,0,0,0
1222,2019,6,washt,Moulton dings Trump's D-Day speech on 'unbreakable bonds': 'This president has failed to do that',1,1,1,1
1223,2017,3,nbc,Theresa May: Trump Was 'Being a Gentleman' by Holding My Hand,0,0,0,0
1224,2019,9,nyt,Ciaran McKeown Dies at 76; Sought Peace in Northern Ireland,0,0,0,0
1225,2015,9,wsj,Australias Turnbull Calls Reform Summit,0,0,0,0
1226,2015,5,wsj,Eurozone Businesses More Upbeat Despite Greek Deadlock,0,0,0,0
1227,2020,10,cnn,Cruise ship rescues 24 people from sinking boat off the coast of Florida,0,0,0,0
1228,2015,3,nyt,"A Race Among Equals, and Also Dogs",0,0,0,0
1229,2016,1,fedlist,Why Im Grateful God Didnt Answer My Prayer,0,0,0,0
1230,2019,8,washt,Donald Trump accuses Anthony Scaramucci of abusing staff: 'He was a mental wreck',1,1,1,1
1231,2017,8,nbc,McConnell: Next Steps on Obamacare are 'Somewhat Murky',1,1,1,1
1232,2016,5,wsj,New Yorks Fleet Week Kicks Off,0,0,0,0
1233,2019,11,wsj,Feds Harker Says October Rate Cut Wasnt Needed,0,0,0,0
1234,2015,1,wsj,Tying Up the First Amendment With Red Tape,0,0,0,0
1235,2021,2,nbc,Grand jury declines charges against Buffalo officers in injury of elderly protester,1,0,1,1
1236,2019,1,nyt,"Rod Rosenstein, a Tough-on-Crime Conservative Thrust Into a Political Maelstrom",1,1,1,1
1237,2015,5,nbc,ISIS Deputy Leader Abu Alaa al-Afri Killed by Airstrike: Iraq Military,1,1,0,1
1238,2015,11,washt,Anonymous hacktivists labeled 'idiots' by Islamic State supporters after vowing cyberwar,1,0,1,1
1239,2014,2,nbc,O'Reilly clashes with Obama,1,1,1,1
1240,2020,8,wsj,Trumps 90-Day Challenge: Settle on a Message and Erase Bidens Lead,0,1,0,0
1241,2022,9,wsj,Canada Suspect in Fatal Knife Attacks Dies After Arrest,1,0,0,0
1242,2014,3,nyt,Chinese Police Detain Activist Who Runs Website,0,0,0,0
1243,2020,7,fedlist,The Michael Flynn I Knew In Iraq Was A Brilliant Patriot,0,0,0,0
1244,2018,3,cnn,Anxiety over Stormy Daniels pervasive inside the White House,1,1,1,1
1245,2017,2,washt,"Jon Tester, Montana Democrat, backs interior pick Republican Ryan Zinke, eliminates opponent in Sena",1,1,0,1
1246,2016,2,nyt,Republican Debate Takeaways: Saturday Night Fighting,0,1,0,0
1247,2020,2,nyt,Is the Coronavirus an Epidemic or a Pandemic? It Depends on Whos Talking,0,0,0,0
1248,2022,1,washt,Poll finds 40% of Republicans view Jan. 6 as a very violent attack,1,1,1,1
1249,2016,7,wsj,Suspected Al-Shabaab Militant Arrested in Frankfurt,0,0,0,0
1250,2020,10,nbc,Trump spends first night at Walter Reed for Covid-19 treatment,0,0,0,0
1251,2016,10,cnn,Trump&s experience as a reality TV star finally came in handy,0,1,0,0
1252,2022,7,wsj,"Schumer Lobbies Democrats to Back Manchin Climate, Tax and Healthcare Deal",0,1,0,0
1253,2020,5,nyt,Why Isnt Trump Riding High?,1,1,1,1
1254,2014,4,nyt,"With Philadelphia Shortfall, Schools Face Renewed Cuts ",0,0,0,0
1255,2021,12,nyt,Former Interns Say SpaceX Ignored Sexual Harassment,1,0,0,0
1256,2021,6,nyt,Violinist Apologizes for Culturally Insensitive Remarks About Asians,1,0,0,0
1257,2015,12,wsj,Donald Trump Calls for Ban on Muslim Entry Into U.S.,1,1,1,1
1258,2020,11,wsj,Trumps White House at the End of the Line,1,1,1,1
1259,2020,8,cnn,Michelle Obama and Melinda Gates: We can&t ignore adolescent girls in Covid-19 response,0,0,0,0
1260,2020,7,washt,"Donald Trump blames Democrats, and some Republicans, for ditching payroll tax cut",1,1,1,1
1261,2020,8,cnn,&Protests& or &riots?& It makes a BIG difference.,1,1,1,1
1262,2016,2,nyt,Three Ways to Quit a Campaign,0,0,0,0
1263,2018,2,nyt,Russia Wanted Trump to Win. And It Wanted to Get Caught.,1,1,1,1
1264,2020,6,wsj,The Global Political Pandemic,0,1,1,1
1265,2022,4,wsj,"Orrin Hatch, Longest-Serving Republican U.S. Senator, Dies at 88",0,0,0,0
1266,2021,10,nbc,Cardona is pushing for billions more for schools. But will federal control come with it?,1,0,1,1
1267,2020,3,cnn,"CBS News gets first-hand experience with coronavirus, disrupting its New York operations",0,0,0,0
